refId,atShard
28343045,0
28343184,0
28343536,0
28344182,0
28344222,0
28344293,0
28344491,0
28347712,0
28348157,0
28348762,0
28348955,0
28349007,0
28349463,0
28350058,0
28350975,0
28351384,0
28351710,0
28351801,0
28351850,0
28351881,0
28351935,0
28352409,0
28352484,0
28354781,0
28357359,0
28357895,0
28357937,0
28358111,0
28358289,0
28358794,0
28360862,1
28361825,1
28362428,1
28363678,1
28363883,1
28363999,1
28368022,1
28369447,1
28369493,1
28369610,1
28369866,1
28370384,1
28370420,1
28370907,1
28371147,1
28371263,1
28372500,1
28372834,2
28372837,2
28372857,2
28372867,2
28372872,2
28372954,2
28372962,2
28372981,2
28372996,2
28373035,2
28373150,2
28373357,2
28373809,2
28374030,2
28374096,2
28374158,2
28375383,2
28377246,2
28378591,2
28378807,2
28379441,2
28379451,2
28379468,2
28379480,2
28379493,2
28382501,2
28383436,2
28384067,2
28384356,2
28384572,2
28384666,2
28384987,2
28385198,3
28385487,3
28385682,3
28389994,3
28394005,3
28394062,3
28394213,3
28395443,3
28395502,3
28396332,3
28396773,3
28397218,3
28397284,3
28397564,3
28397628,3
28397637,3
28397747,3
28397757,3
28397766,3
28397781,3
28397794,3
28397870,3
28398322,3
28398427,3
28398876,3
28402230,3
28402299,3
28402328,3
28402346,3
28402428,3
28402431,3
28404845,3
28410531,3
28411077,3
28412038,3
28412062,3
28412076,3
28412135,3
28416287,4
28416709,4
28416753,4
28416766,4
28416782,4
28417693,4
28417717,4
28418361,5
28418400,5
28418420,5
28418427,5
28418470,5
28418498,5
28418561,5
28418585,5
28418592,5
28418627,5
28418639,5
28418657,5
28418694,5
28418705,5
28418785,5
28418789,5
28418792,5
28418804,5
28418816,5
28418846,5
28418916,5
28419017,5
28419042,5
28419200,5
28419273,5
28419299,5
28419345,5
28419412,5
28419766,5
28419785,5
28419808,5
28419822,5
28419900,5
28419977,5
28420178,5
28420681,5
28421552,5
28426334,5
28426359,5
28426379,5
28426439,5
28443701,6
28446748,7
28448447,7
28452191,7
28456074,7
28456495,7
28456687,7
28456895,7
28459492,7
28467347,8
28469103,8
28478881,9
28479353,9
28479377,9
28482525,10
28487728,10
28487740,10
28488324,10
28488351,10
28490108,11
28490628,11
28490718,11
28490830,11
28491053,11
28491229,11
28491388,11
28519992,12
28538184,12
28549222,12
28559979,12
28560557,12
28560816,12
28567072,12
28568120,12
28574463,13
32659059,13
