refId,atShard
37777146,0
37777187,0
37777201,0
37777351,0
37777409,0
37777471,0
37777490,0
37782036,0
37782109,0
37782189,0
37782258,0
37782335,0
37782405,0
37782442,0
37782463,0
37782539,0
37782601,0
37786426,0
37787408,0
37787535,0
37789132,0
37806084,0
37816030,0
37853322,0
38091743,0
38210481,0
38283313,0
38285784,0
38579052,0
38594438,0
38603221,0
38603524,0
38603589,0
38652160,1
38652202,1
38652265,1
38682184,1
38755802,1
38789558,1
38789619,1
39713720,2
39720654,2
39721328,2
39721557,2
39721947,2
39722050,2
39722086,2
39722129,2
39722149,2
39725277,3
39725504,3
39725542,3
39725546,3
39725548,3
39729975,4
39756776,5
39756816,5
39757785,5
39758245,5
39766776,5
39766817,5
39767048,5
39768016,5
39768652,5
39768831,5
39768954,5
39768959,5
39768964,5
39786148,6
39786785,6
39786802,6
39786945,6
39787011,6
39787224,6
39795776,7
39795809,7
39795827,7
39800159,8
39815021,8
39815801,8
39835318,8
39835513,8
39835578,8
39904613,9
39904700,9
39904704,9
39904708,9
39904724,9
39904750,9
39907866,10
39909741,10
39909757,10
39909824,10
39913177,11
39914087,11
39914104,11
39929883,12
39930157,12
39930920,12
39931084,12
39931421,12
39931430,12
39948312,13
39950112,13
39952242,13
39952448,13
39952487,13
39970047,14
39971148,14
39971282,14
39971445,14
39971611,14
39971858,14
39972416,14
39974375,14
39974471,14
39974499,14
39974535,14
39974563,14
39974667,15
39974729,15
39975635,15
39975693,15
39975759,15
39975916,15
39978124,15
39978153,15
39978205,15
39978330,15
39978392,15
39978432,15
39978520,15
39979073,15
39979398,15
39979733,15
39980037,15
39980211,15
39980352,15
39980376,15
39988763,15
39990126,15
39990253,15
39994271,15
40005551,16
40005599,16
40005668,16
40005743,16
40005749,16
40005779,16
40005805,16
40005831,16
40005839,16
40005869,16
40005876,16
40005946,16
40006061,16
40006062,16
40006183,16
40006248,16
40006257,16
40006322,16
40006417,16
40006455,16
40006527,16
40006564,16
40006585,16
40006705,16
40006752,16
40013266,16
40013268,16
40066430,17
40066707,17
40079724,18
40123267,18
40123277,18
40163499,19
40165638,19
40166159,19
40166573,19
40167964,19
40168170,19
40351542,20
40352822,20
40353161,20
40490633,21
40491924,21
40491942,21
40491951,21
40491957,21
40722087,22
40722092,22
40827161,23
40874635,23
40905634,23
40905802,23
40959893,24
40960196,24
41027683,24
41039271,25
41089457,25
41090773,25
41090905,25
41094864,25
41095266,25
41095850,25
41096637,25
41096845,25
41096863,25
41097004,25
41100993,26
41107516,26
41151719,26
41155502,26
41157382,26
41157929,26
41158104,26
41158182,26
41186409,27
41186752,27
41186781,27
41186804,27
41188781,27
41188827,27
41188841,27
41220482,28
41220532,28
41220568,28
41266632,29
41272695,29
41272971,29
41272983,29
41272996,29
41273011,29
41273016,29
41273024,29
41273208,29
41273286,29
41273417,29
41273451,29
41273485,29
41273499,29
41273534,29
41273547,29
41273603,29
41273639,29
41273649,29
41273694,29
41273706,29
41273733,29
41273754,29
41273772,29
41273808,29
41273842,29
41273844,29
41273857,29
41273865,29
41273877,29
41273898,29
41273913,29
41273925,29
41273927,29
41273938,29
41273955,29
41274002,30
41274029,30
41274035,30
41274087,30
41274116,30
41274130,30
41274164,30
41274173,30
41274250,30
41274336,30
41274390,30
41274419,30
41274477,30
41274502,30
41274527,30
41274551,30
41274614,30
41274666,30
41274710,30
41274739,30
41274942,30
41275003,30
41276058,30
41288453,30
41299320,30
41301202,30
41313374,30
41318132,30
41473355,31
41474429,31
41558388,32
41558442,32
41648180,33
41648926,33
41649149,33
41649545,33
41649638,33
41649667,33
41650960,34
41703524,34
41703612,34
41704613,34
41709146,34
41738419,35
41738656,35
41751079,35
41751760,35
41751773,35
41752887,35
41870669,36
41871729,37
42047953,37
42048147,37
42074214,38
42165583,38
42170763,38
42171001,38
42171049,38
42171062,38
42171064,38
42171083,38
42171159,38
42171182,38
42171236,38
42194524,39
42210868,39
42225212,39
42242735,39
42243218,39
42251971,40
42276668,40
42324654,41
42334188,41
42335253,41
42336372,41
42336409,41
42336428,41
42336453,41
42337268,42
42358416,42
42366316,42
42368772,42
42368776,42
42368797,42
42368967,43
42371666,43
42371699,43
42371749,43
42371775,43
42371779,43
42387035,44
42387114,44
42387177,44
42414410,44
42417028,44
42417413,44
42418064,44
42497728,45
42498119,45
42498327,45
42498451,45
42498477,45
42498580,45
42498637,45
42505733,46
42518185,46
42593403,47
42594396,47
42594586,47
42594672,47
42594904,48
42658061,48
42658165,48
42720112,49
42720211,49
42721499,49
42741548,50
42742595,50
42742756,50
42742963,50
42743158,50
42743666,50
42745126,50
42745218,50
42745381,50
42745430,50
42745733,51
42745824,51
42753089,51
42781588,51
42781662,51
42824100,52
42825240,52
42826782,52
42848373,53
42853801,53
42854431,53
42855398,53
42855495,53
42855553,53
42855794,53
42856028,53
42856374,54
42869008,54
42869108,54
42869142,54
42869160,54
42869208,54
42869220,54
42869230,54
42869299,54
42869357,54
42869376,54
42869399,54
42869445,54
42869452,54
42869476,54
42869477,54
42869487,54
42869527,54
42872498,54
42872742,54
42873011,54
42873274,54
42874186,54
42882716,54
42884506,54
42884818,54
42930423,55
42930622,55
42930632,55
42933504,55
42988614,56
43047744,57
43048309,57
43048450,57
43048474,57
43048602,57
43048609,57
43052293,58
43056415,58
43056499,58
43058538,58
43059076,58
43059328,58
43059952,58
43084591,59
43090505,59
43090532,59
43090536,59
43108991,60
43131488,60
43132219,60
43142598,60
43142639,60
43142867,60
43198748,61
43219688,61
43266353,62
43266635,62
43266871,62
43266876,62
43266904,62
43277979,63
43283930,63
43284017,63
43284055,63
43289376,63
43295157,63
43295203,63
43308696,64
43332426,64
43343784,65
43343788,65
43376455,66
43376499,66
43376520,66
43376552,66
43415974,67
43423123,67
43423234,67
43459056,68
43459118,68
43459121,68
43459129,68
43459144,68
43470942,69
43476302,69
43476451,69
43476462,69
43476466,69
43485044,70
43512715,70
43513200,70
43515377,70
43515422,70
43515435,70
43521546,71
43521682,71
43521758,71
43521764,71
43525187,72
43531219,72
43533563,72
43534256,72
43561916,73
43569708,73
43571654,73
43571658,73
43571729,73
43594798,74
43596593,74
43599390,74
43600574,74
43600720,74
43636848,75
43636862,75
43684884,76
43685569,76
43685604,76
43740075,77
43745787,77
43775031,78
43775050,78
43775170,78
43775311,78
43775400,78
43775688,78
43775963,78
43776118,78
43777040,78
43777205,78
43777581,78
43777593,78
43777722,78
43777741,78
43777782,78
43787384,79
43787834,79
43787948,79
43788415,79
43788798,79
43788892,79
43831839,80
43843843,81
43844002,81
43847140,81
43847721,81
43847890,81
43849461,81
43862410,82
43862727,82
43881821,82
43881906,82
43921459,83
43921503,83
43922038,83
43922136,83
43922181,83
43937438,84
43952677,84
43952681,84
43985188,85
43988216,85
44020083,86
44020432,86
44022064,86
44022085,86
44022416,86
44022662,86
44022665,86
44022708,86
44022718,86
44029732,87
44029961,87
44030230,87
44031673,87
44032455,87
44032571,87
44060437,88
44061816,88
44062128,88
44062136,88
44096341,89
44096892,89
44097054,89
44097135,89
44158399,90
44159479,90
44198665,91
44202355,91
44260528,92
44260673,92
44260744,92
44265392,93
44265447,93
44265457,93
44265523,93
44265553,93
44265561,93
44265610,93
44265638,93
44265648,93
44265650,93
44265816,94
44284209,94
44352887,95
44352955,95
44406437,96
44406592,96
44407977,96
44409249,96
44409596,96
44409631,96
44412001,96
44495474,97
44495863,97
44519028,98
44581766,99
44583786,99
44584506,99
44643326,100
44643398,100
44643451,100
44697597,101
44698317,101
44698327,101
44698337,101
44822204,103
44822271,103
44822340,103
44826400,104
44828102,104
44828346,104
44828542,104
44828575,104
44828602,104
44828612,104
44854177,105
44854367,105
44884439,106
44886234,106
44886246,106
44886453,106
44886462,106
44886474,106
44886477,106
44886510,106
44886996,107
44887203,107
44930609,107
44935958,107
44939661,107
45023554,108
45023641,108
45028076,108
45096696,109
45096714,109
45130563,109
45138732,109
45138802,109
45232630,110
45232661,110
45233158,110
45234550,110
45235371,110
45255478,111
45256358,111
45257719,111
45258084,111
45262968,111
45344230,112
45344935,112
45345027,112
45345037,112
45345098,112
45426890,113
45533655,114
45534660,114
